"year","departamento","codigo","diagnostico","total","Mujer1","Hombre1","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre"
2012,"HUEHUETENANGO","A:06","Amebiasis"," 31,015   "," 16   "," 15   "," 40   "," 29   "," 1,078   "," 1,023   "," 4,897   "," 4,658   "," 2,764   "," 2,235   "," 1,389   "," 977   "," 1,277   "," 374   "," 1,573   "," 395   "," 1,416   "," 328   "," 1,112   "," 295   "," 1,059   "," 275   "," 672   "," 228   "," 635   "," 188   "," 429   "," 165   "," 341   "," 115   "," 226   "," 123   "," 172   "," 95   "," 233   "," 168   "
2012,"HUEHUETENANGO","R:51","Cefalea"," 23,678   "," 2   "," 3   "," 4   "," 1   "," 39   "," 33   "," 137   "," 127   "," 311   "," 201   "," 888   "," 337   "," 2,311   "," 330   "," 3,352   "," 385   "," 2,964   "," 329   "," 2,287   "," 377   "," 2,634   "," 321   "," 1,349   "," 300   "," 1,253   "," 196   "," 853   "," 226   "," 661   "," 147   "," 413   "," 87   "," 224   "," 98   "," 355   "," 143   "
2012,"HUEHUETENANGO","A:04","Otras infecciones intestinales bacterianas"," 21,567   "," 49   "," 57   "," 93   "," 110   "," 2,289   "," 2,439   "," 4,364   "," 4,605   "," 1,047   "," 946   "," 462   "," 418   "," 507   "," 182   "," 556   "," 168   "," 506   "," 172   "," 440   "," 144   "," 357   "," 120   "," 284   "," 85   "," 202   "," 76   "," 180   "," 70   "," 116   "," 54   "," 120   "," 55   "," 71   "," 35   "," 99   "," 89   "
2012,"HUEHUETENANGO","T:78","Efectos adversos, no clasificados en otra parte"," 16,797   "," 65   "," 43   "," 118   "," 97   "," 1,069   "," 985   "," 1,999   "," 1,909   "," 1,072   "," 927   "," 731   "," 562   "," 897   "," 357   "," 883   "," 244   "," 755   "," 239   "," 594   "," 195   "," 565   "," 205   "," 367   "," 126   "," 293   "," 134   "," 229   "," 119   "," 165   "," 104   "," 147   "," 77   "," 91   "," 74   "," 205   "," 155   "
2012,"HUEHUETENANGO","H:10","Conjuntivitis"," 13,863   "," 175   "," 183   "," 151   "," 164   "," 963   "," 893   "," 1,309   "," 1,223   "," 663   "," 624   "," 478   "," 313   "," 508   "," 263   "," 645   "," 199   "," 521   "," 243   "," 488   "," 157   "," 475   "," 165   "," 359   "," 145   "," 395   "," 134   "," 305   "," 115   "," 279   "," 93   "," 267   "," 98   "," 146   "," 115   "," 342   "," 267   "
2012,"HUEHUETENANGO","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 13,805   "," 80   "," 75   "," 136   "," 153   "," 1,384   "," 1,347   "," 2,196   "," 2,209   "," 864   "," 710   "," 373   "," 275   "," 518   "," 158   "," 615   "," 113   "," 485   "," 104   "," 377   "," 85   "," 319   "," 78   "," 202   "," 52   "," 165   "," 72   "," 136   "," 45   "," 92   "," 44   "," 64   "," 37   "," 47   "," 29   "," 98   "," 68   "
2012,"HUEHUETENANGO","D:64","Otras anemias"," 13,281   "," 2   "," 5   "," 3   "," 11   "," 136   "," 126   "," 627   "," 539   "," 962   "," 642   "," 1,038   "," 448   "," 1,354   "," 183   "," 1,428   "," 114   "," 1,169   "," 88   "," 900   "," 96   "," 888   "," 72   "," 470   "," 51   "," 460   "," 66   "," 252   "," 48   "," 251   "," 60   "," 179   "," 65   "," 139   "," 61   "," 200   "," 148   "
2012,"HUEHUETENANGO","L:30","Otras dermatitis"," 12,521   "," 102   "," 98   "," 171   "," 115   "," 1,047   "," 993   "," 1,632   "," 1,556   "," 795   "," 633   "," 668   "," 340   "," 621   "," 229   "," 629   "," 176   "," 424   "," 142   "," 342   "," 130   "," 320   "," 92   "," 207   "," 97   "," 149   "," 75   "," 139   "," 64   "," 81   "," 39   "," 82   "," 52   "," 56   "," 50   "," 87   "," 88   "
2012,"HUEHUETENANGO","J:18","Neumonía, organismo no especificado"," 11,526   "," 107   "," 82   "," 136   "," 188   "," 1,487   "," 1,904   "," 1,932   "," 2,141   "," 317   "," 360   "," 141   "," 90   "," 307   "," 44   "," 621   "," 140   "," 99   "," 526   "," 101   "," 25   "," 89   "," 27   "," 52   "," 23   "," 56   "," 22   "," 40   "," 26   "," 41   "," 34   "," 50   "," 31   "," 48   "," 31   "," 112   "," 96   "
2012,"HUEHUETENANGO","H:66","Otitis media supurativa y la no especificada"," 9,212   "," 22   "," 12   "," 51   "," 44   "," 499   "," 491   "," 1,018   "," 971   "," 711   "," 665   "," 445   "," 358   "," 419   "," 184   "," 512   "," 132   "," 410   "," 157   "," 345   "," 125   "," 354   "," 131   "," 214   "," 60   "," 154   "," 69   "," 123   "," 48   "," 102   "," 58   "," 58   "," 36   "," 41   "," 36   "," 66   "," 91   "
2012,"HUEHUETENANGO","J:20","Bronquitis aguda"," 8,727   "," 22   "," 21   "," 50   "," 60   "," 902   "," 1,012   "," 1,496   "," 1,421   "," 547   "," 520   "," 255   "," 155   "," 191   "," 59   "," 215   "," 69   "," 209   "," 57   "," 182   "," 38   "," 177   "," 45   "," 108   "," 37   "," 124   "," 62   "," 99   "," 45   "," 118   "," 49   "," 70   "," 34   "," 47   "," 31   "," 107   "," 93   "
2012,"HUEHUETENANGO","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 8,569   "," 4   "," 2   "," 5   "," 1   "," 18   "," 24   "," 58   "," 60   "," 81   "," 63   "," 185   "," 102   "," 449   "," 148   "," 713   "," 149   "," 770   "," 162   "," 706   "," 160   "," 786   "," 182   "," 632   "," 169   "," 555   "," 185   "," 440   "," 138   "," 334   "," 147   "," 234   "," 114   "," 183   "," 104   "," 243   "," 263   "
2012,"HUEHUETENANGO","B:49","Micosis, no especificada"," 7,263   "," 18   "," 19   "," 49   "," 44   "," 252   "," 282   "," 587   "," 486   "," 446   "," 380   "," 437   "," 256   "," 543   "," 227   "," 539   "," 206   "," 416   "," 166   "," 372   "," 124   "," 314   "," 85   "," 166   "," 69   "," 175   "," 66   "," 119   "," 56   "," 65   "," 28   "," 61   "," 36   "," 38   "," 21   "," 67   "," 48   "
2012,"HUEHUETENANGO","M:25","Otros trastornos articulares, no clasificados en otra parte"," 6,663   "," 2   "," -     "," 3   "," 2   "," 16   "," 2   "," 58   "," 36   "," 85   "," 56   "," 159   "," 74   "," 321   "," 94   "," 491   "," 128   "," 549   "," 128   "," 546   "," 124   "," 540   "," 154   "," 430   "," 145   "," 464   "," 144   "," 338   "," 143   "," 270   "," 109   "," 254   "," 124   "," 149   "," 79   "," 232   "," 214   "
2012,"IZABAL","B:82","Parasitosis intestinales, sin otra especificación"," 23,163   "," 4   "," 4   "," 6   "," 5   "," 198   "," 162   "," 3,369   "," 3,102   "," 3,364   "," 3,038   "," 1,964   "," 1,655   "," 853   "," 507   "," 771   "," 356   "," 368   "," 306   "," 278   "," 116   "," 856   "," 109   "," 176   "," 160   "," 326   "," 60   "," 113   "," 131   "," 235   "," 34   "," 124   "," 56   "," 102   "," 48   "," 130   "," 77   "
2012,"IZABAL","N:39","Otros trastornos del sistema urinario"," 17,164   "," 2   "," 473   "," 11   "," 12   "," 125   "," 124   "," 796   "," 613   "," 906   "," 597   "," 809   "," 356   "," 1,727   "," 260   "," 1,985   "," 262   "," 1,267   "," 385   "," 755   "," 110   "," 2,033   "," 111   "," 483   "," 202   "," 790   "," 77   "," 374   "," 167   "," 365   "," 63   "," 236   "," 75   "," 170   "," 59   "," 224   "," 160   "
2012,"IZABAL","K:29","Gastritis y duodenitis"," 13,741   "," 3   "," -     "," 2   "," 1   "," 8   "," 7   "," 78   "," 71   "," 176   "," 102   "," 518   "," 171   "," 1,138   "," 263   "," 1,679   "," 363   "," 1,141   "," 575   "," 739   "," 208   "," 1,913   "," 177   "," 485   "," 278   "," 915   "," 117   "," 320   "," 236   "," 594   "," 141   "," 335   "," 153   "," 197   "," 107   "," 344   "," 186   "
2012,"IZABAL","R:50","Fiebre de origen desconocido"," 11,908   "," 23   "," 24   "," 40   "," 40   "," 595   "," 527   "," 1,854   "," 1,810   "," 1,122   "," 1,023   "," 612   "," 659   "," 449   "," 380   "," 391   "," 352   "," 221   "," 245   "," 148   "," 123   "," 276   "," 75   "," 100   "," 87   "," 130   "," 40   "," 72   "," 63   "," 88   "," 29   "," 66   "," 46   "," 33   "," 23   "," 71   "," 71   "
2012,"IZABAL","R:51","Cefalea"," 9,567   "," 1   "," -     "," -     "," 1   "," 2   "," 2   "," 36   "," 26   "," 111   "," 90   "," 468   "," 181   "," 1,118   "," 233   "," 1,285   "," 267   "," 964   "," 361   "," 580   "," 156   "," 1,294   "," 119   "," 387   "," 174   "," 465   "," 58   "," 202   "," 120   "," 230   "," 32   "," 164   "," 58   "," 138   "," 39   "," 143   "," 62   "
2012,"IZABAL","A:06","Amebiasis"," 9,381   "," 7   "," 3   "," 11   "," 15   "," 301   "," 285   "," 1,447   "," 1,359   "," 831   "," 721   "," 567   "," 416   "," 387   "," 164   "," 369   "," 166   "," 254   "," 185   "," 170   "," 69   "," 405   "," 75   "," 143   "," 105   "," 220   "," 39   "," 79   "," 72   "," 120   "," 24   "," 88   "," 42   "," 61   "," 44   "," 69   "," 68   "
2012,"IZABAL","D:64","Otras anemias"," 8,511   "," -     "," 1   "," 10   "," 6   "," 86   "," 88   "," 467   "," 443   "," 680   "," 547   "," 719   "," 356   "," 820   "," 159   "," 735   "," 165   "," 469   "," 144   "," 163   "," 62   "," 727   "," 98   "," 193   "," 102   "," 283   "," 21   "," 105   "," 77   "," 176   "," 38   "," 112   "," 62   "," 89   "," 70   "," 152   "," 86   "
2012,"IZABAL","J:00","Rinofaringitis aguda [resfriado común]"," 7,913   "," 7   "," 15   "," 69   "," 39   "," 548   "," 441   "," 1,629   "," 1,392   "," 665   "," 545   "," 323   "," 213   "," 231   "," 82   "," 292   "," 51   "," 234   "," 48   "," 152   "," 26   "," 222   "," 16   "," 92   "," 34   "," 108   "," 23   "," 65   "," 30   "," 67   "," 16   "," 56   "," 13   "," 31   "," 18   "," 65   "," 55   "
2012,"IZABAL","T:14","Traumatismo de regiones no especificadas del cuerpo"," 7,048   "," 3   "," 1   "," -     "," 2   "," 16   "," 25   "," 213   "," 299   "," 278   "," 482   "," 295   "," 625   "," 284   "," 714   "," 241   "," 544   "," 240   "," 565   "," 101   "," 181   "," 195   "," 176   "," 119   "," 286   "," 102   "," 85   "," 99   "," 190   "," 102   "," 66   "," 82   "," 93   "," 44   "," 68   "," 83   "," 149   "
2012,"IZABAL","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 6,606   "," 47   "," 45   "," 84   "," 90   "," 508   "," 572   "," 1,103   "," 1,257   "," 535   "," 553   "," 221   "," 218   "," 125   "," 59   "," 173   "," 45   "," 32   "," 78   "," 43   "," 8   "," 338   "," 13   "," 19   "," 42   "," 101   "," 3   "," 14   "," 37   "," 77   "," 5   "," 37   "," 10   "," 19   "," 20   "," 39   "," 36   "
2012,"IZABAL","L:98","Otros trastornos de la piel y del tejido subcutáneo, no clasificados en otra parte"," 6,564   "," 23   "," 22   "," 47   "," 30   "," 217   "," 179   "," 500   "," 518   "," 397   "," 357   "," 355   "," 255   "," 367   "," 184   "," 343   "," 200   "," 125   "," 198   "," 107   "," 43   "," 515   "," 58   "," 83   "," 131   "," 304   "," 55   "," 115   "," 131   "," 180   "," 39   "," 127   "," 77   "," 64   "," 52   "," 73   "," 93   "
2012,"IZABAL","B:49","Micosis, no especificada"," 5,441   "," 8   "," 3   "," 16   "," 13   "," 123   "," 107   "," 416   "," 375   "," 290   "," 291   "," 303   "," 202   "," 391   "," 158   "," 447   "," 145   "," 328   "," 141   "," 225   "," 85   "," 328   "," 66   "," 140   "," 111   "," 152   "," 44   "," 95   "," 68   "," 92   "," 36   "," 64   "," 27   "," 64   "," 27   "," 30   "," 30   "
2012,"IZABAL","R:10","Dolor abdominal y pélvico"," 5,287   "," 30   "," 50   "," 37   "," 42   "," 56   "," 55   "," 123   "," 150   "," 213   "," 189   "," 295   "," 204   "," 477   "," 147   "," 490   "," 169   "," 460   "," 179   "," 177   "," 42   "," 397   "," 56   "," 218   "," 96   "," 156   "," 31   "," 132   "," 95   "," 96   "," 34   "," 84   "," 66   "," 47   "," 38   "," 93   "," 63   "
2012,"IZABAL","I:10","Hipertensión esencial (primaria)"," 5,201   "," -     "," -     "," -     "," -     "," -     "," -     "," 3   "," 2   "," 9   "," 2   "," 17   "," 6   "," 84   "," 25   "," 151   "," 54   "," 165   "," 119   "," 112   "," 39   "," 429   "," 59   "," 297   "," 176   "," 528   "," 45   "," 324   "," 212   "," 462   "," 56   "," 362   "," 190   "," 250   "," 168   "," 542   "," 313   "
2012,"IZABAL","L:01","Impétigo"," 4,807   "," 8   "," 10   "," 37   "," 32   "," 267   "," 236   "," 1,132   "," 993   "," 446   "," 489   "," 180   "," 175   "," 108   "," 42   "," 105   "," 31   "," 70   "," 33   "," 41   "," 29   "," 105   "," 12   "," 32   "," 18   "," 35   "," 5   "," 32   "," 16   "," 28   "," 7   "," 11   "," 14   "," 7   "," 3   "," 10   "," 8   "
2012,"IZABAL","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 4,620   "," 17   "," 20   "," 44   "," 25   "," 370   "," 422   "," 973   "," 1,105   "," 212   "," 289   "," 108   "," 115   "," 56   "," 58   "," 81   "," 79   "," 83   "," 65   "," 23   "," 13   "," 82   "," 8   "," 55   "," 31   "," 33   "," 8   "," 32   "," 29   "," 37   "," 8   "," 29   "," 23   "," 10   "," 9   "," 36   "," 32   "
2012,"IZABAL","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 4,520   "," -     "," -     "," -     "," 1   "," 5   "," -     "," 37   "," 31   "," 63   "," 48   "," 118   "," 70   "," 272   "," 88   "," 343   "," 89   "," 276   "," 181   "," 217   "," 77   "," 619   "," 65   "," 224   "," 123   "," 363   "," 39   "," 161   "," 130   "," 246   "," 37   "," 136   "," 81   "," 100   "," 57   "," 111   "," 112   "
2012,"IZABAL","J:45","Asma"," 4,257   "," 21   "," 24   "," 42   "," 44   "," 273   "," 370   "," 585   "," 771   "," 368   "," 403   "," 170   "," 182   "," 74   "," 37   "," 72   "," 23   "," 103   "," 52   "," 41   "," 9   "," 110   "," 5   "," 54   "," 15   "," 49   "," 14   "," 40   "," 33   "," 39   "," 12   "," 42   "," 22   "," 46   "," 16   "," 59   "," 37   "
2012,"IZABAL","M:25","Otros trastornos articulares, no clasificados en otra parte"," 4,092   "," -     "," -     "," -     "," -     "," 4   "," -     "," 13   "," 11   "," 32   "," 30   "," 80   "," 44   "," 189   "," 40   "," 302   "," 79   "," 236   "," 155   "," 221   "," 42   "," 497   "," 66   "," 218   "," 108   "," 311   "," 48   "," 179   "," 126   "," 243   "," 61   "," 171   "," 95   "," 110   "," 64   "," 177   "," 140   "
2012,"IZABAL","J:03","Amigdalitis aguda"," 4,028   "," 2   "," -     "," 2   "," 3   "," 100   "," 97   "," 535   "," 604   "," 506   "," 463   "," 242   "," 192   "," 174   "," 76   "," 141   "," 76   "," 140   "," 76   "," 60   "," 23   "," 141   "," 25   "," 63   "," 35   "," 63   "," 13   "," 49   "," 22   "," 21   "," 6   "," 20   "," 9   "," 9   "," 9   "," 14   "," 17   "
2012,"JALAPA","J:00","Rinofaringitis aguda [resfriado común]"," 36,765   "," 140   "," 159   "," 330   "," 370   "," 3,183   "," 3,245   "," 6,583   "," 6,015   "," 2,399   "," 2,032   "," 1,321   "," 793   "," 1,092   "," 441   "," 1,256   "," 347   "," 952   "," 307   "," 893   "," 252   "," 765   "," 209   "," 495   "," 177   "," 476   "," 152   "," 343   "," 151   "," 358   "," 116   "," 256   "," 125   "," 201   "," 112   "," 419   "," 300   "
2012,"JALAPA","K:29","Gastritis y duodenitis"," 14,738   "," 2   "," 1   "," 2   "," 2   "," 14   "," 12   "," 83   "," 52   "," 140   "," 77   "," 489   "," 150   "," 1,144   "," 289   "," 1,534   "," 343   "," 1,484   "," 333   "," 1,327   "," 310   "," 1,236   "," 247   "," 940   "," 255   "," 865   "," 228   "," 560   "," 178   "," 499   "," 172   "," 359   "," 151   "," 296   "," 121   "," 549   "," 294   "
2012,"JALAPA","N:39","Otros trastornos del sistema urinario"," 13,465   "," 5   "," 2   "," 5   "," 4   "," 94   "," 83   "," 450   "," 297   "," 401   "," 206   "," 482   "," 193   "," 1,462   "," 199   "," 1,879   "," 258   "," 1,630   "," 186   "," 1,234   "," 206   "," 1,015   "," 164   "," 666   "," 144   "," 561   "," 132   "," 353   "," 85   "," 233   "," 93   "," 150   "," 81   "," 132   "," 67   "," 193   "," 120   "
2012,"JALAPA","J:03","Amigdalitis aguda"," 10,579   "," 7   "," 10   "," 32   "," 16   "," 301   "," 359   "," 1,156   "," 1,304   "," 879   "," 734   "," 585   "," 459   "," 576   "," 285   "," 616   "," 207   "," 490   "," 198   "," 459   "," 142   "," 384   "," 105   "," 234   "," 94   "," 219   "," 68   "," 118   "," 44   "," 125   "," 33   "," 87   "," 46   "," 54   "," 38   "," 69   "," 46   "
2012,"JALAPA","B:82","Parasitosis intestinales, sin otra especificación"," 8,738   "," 1   "," 3   "," 4   "," 5   "," 117   "," 94   "," 1,426   "," 1,262   "," 1,046   "," 961   "," 513   "," 397   "," 347   "," 116   "," 329   "," 125   "," 289   "," 96   "," 265   "," 89   "," 240   "," 44   "," 160   "," 63   "," 135   "," 51   "," 103   "," 46   "," 83   "," 29   "," 55   "," 31   "," 38   "," 28   "," 89   "," 58   "
2012,"JALAPA","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 7,982   "," 6   "," 13   "," 14   "," 10   "," 732   "," 885   "," 1,772   "," 1,801   "," 389   "," 367   "," 178   "," 139   "," 169   "," 73   "," 198   "," 75   "," 156   "," 60   "," 128   "," 61   "," 97   "," 40   "," 77   "," 18   "," 90   "," 37   "," 54   "," 38   "," 43   "," 32   "," 50   "," 22   "," 49   "," 16   "," 57   "," 36   "
2012,"JALAPA","R:51","Cefalea"," 7,177   "," 1   "," 1   "," -     "," -     "," 12   "," 5   "," 43   "," 29   "," 147   "," 75   "," 324   "," 110   "," 702   "," 103   "," 913   "," 116   "," 813   "," 141   "," 662   "," 136   "," 642   "," 90   "," 427   "," 94   "," 389   "," 76   "," 223   "," 63   "," 197   "," 38   "," 119   "," 59   "," 96   "," 41   "," 206   "," 84   "
2012,"JALAPA","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 6,133   "," -     "," -     "," -     "," -     "," 4   "," 2   "," 27   "," 27   "," 30   "," 20   "," 121   "," 55   "," 344   "," 98   "," 481   "," 119   "," 536   "," 148   "," 543   "," 136   "," 604   "," 121   "," 483   "," 104   "," 379   "," 128   "," 288   "," 98   "," 214   "," 80   "," 193   "," 101   "," 142   "," 78   "," 275   "," 154   "
2012,"JALAPA","A:06","Amebiasis"," 5,503   "," 4   "," 1   "," 2   "," 2   "," 188   "," 187   "," 1,043   "," 991   "," 437   "," 342   "," 230   "," 141   "," 167   "," 50   "," 261   "," 66   "," 177   "," 57   "," 197   "," 69   "," 146   "," 43   "," 118   "," 40   "," 105   "," 42   "," 60   "," 28   "," 63   "," 18   "," 49   "," 28   "," 47   "," 18   "," 51   "," 35   "
2012,"JALAPA","J:18","Neumonía, organismo no especificado"," 5,439   "," 9   "," 15   "," 39   "," 54   "," 805   "," 792   "," 1,174   "," 1,147   "," 254   "," 252   "," 80   "," 76   "," 49   "," 28   "," 65   "," 19   "," 67   "," 21   "," 41   "," 17   "," 49   "," 9   "," 40   "," 8   "," 32   "," 19   "," 46   "," 14   "," 33   "," 5   "," 31   "," 11   "," 23   "," 19   "," 52   "," 44   "
2012,"JALAPA","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 4,611   "," 16   "," 10   "," 31   "," 30   "," 367   "," 413   "," 644   "," 665   "," 274   "," 252   "," 131   "," 104   "," 153   "," 71   "," 180   "," 80   "," 121   "," 63   "," 116   "," 55   "," 106   "," 57   "," 71   "," 43   "," 65   "," 39   "," 68   "," 17   "," 53   "," 38   "," 52   "," 35   "," 38   "," 22   "," 81   "," 50   "
2012,"JALAPA","I:10","Hipertensión esencial (primaria)"," 4,456   "," -     "," -     "," 1   "," -     "," 3   "," 2   "," 4   "," 7   "," 10   "," 3   "," 11   "," 3   "," 40   "," 14   "," 68   "," 42   "," 105   "," 14   "," 179   "," 49   "," 223   "," 37   "," 358   "," 73   "," 358   "," 91   "," 337   "," 99   "," 331   "," 92   "," 325   "," 102   "," 362   "," 131   "," 658   "," 324   "
2012,"JALAPA","H:10","Conjuntivitis"," 4,099   "," 24   "," 32   "," 27   "," 26   "," 258   "," 261   "," 354   "," 409   "," 163   "," 163   "," 157   "," 99   "," 210   "," 94   "," 199   "," 87   "," 151   "," 77   "," 115   "," 73   "," 128   "," 61   "," 86   "," 60   "," 100   "," 56   "," 83   "," 38   "," 67   "," 34   "," 59   "," 41   "," 32   "," 34   "," 130   "," 111   "
